AwardYear,AwardCeremonyNum,Movie,AwardCategory,AwardStatus
1937,10,The Good Earth,ACTRESS,won
1937,10,The Awful Truth,ACTRESS,nominated
1937,10,Camille,ACTRESS,nominated
1937,10,Stage Door,ACTRESS IN A SUPPORTING ROLE,nominated
1937,10,In Old Chicago,ACTRESS IN A SUPPORTING ROLE,won
1937,10,Dead End,ACTRESS IN A SUPPORTING ROLE,nominated
1937,10,Stella Dallas,ACTRESS IN A SUPPORTING ROLE,nominated
1937,10,Night Must Fall,ACTRESS IN A SUPPORTING ROLE,nominated
1937,10,Lost Horizon,ART DIRECTION,won
1937,10,Walter Wanger's Vogues of 1938,ART DIRECTION,nominated
1937,10,Conquest,ART DIRECTION,nominated
1937,10,The Prisoner of Zenda,ART DIRECTION,nominated
1937,10,Dead End,ART DIRECTION,nominated
1937,10,The Life of Emile Zola,ART DIRECTION,nominated
1937,10,Manhattan Merry-Go-Round,ART DIRECTION,nominated
1937,10,A Damsel in Distress,ART DIRECTION,nominated
1937,10,You're a Sweetheart,ART DIRECTION,nominated
1937,10,Wee Willie Winkie,ART DIRECTION,nominated
1937,10,Every Day's a Holiday,ART DIRECTION,nominated
1937,10,Souls at Sea,ART DIRECTION,nominated
1937,10,Wings over Honolulu,CINEMATOGRAPHY,nominated
1937,10,Dead End,CINEMATOGRAPHY,nominated
1937,10,The Good Earth,CINEMATOGRAPHY,won
1937,10,A Star Is Born,DIRECTING,nominated
1937,10,Stage Door,DIRECTING,nominated
1937,10,The Life of Emile Zola,DIRECTING,nominated
1937,10,The Good Earth,DIRECTING,nominated
1937,10,The Awful Truth,DIRECTING,won
1937,10,Lost Horizon,FILM EDITING,won
1937,10,One Hundred Men and a Girl,FILM EDITING,nominated
1937,10,The Good Earth,FILM EDITING,nominated
1937,10,The Awful Truth,FILM EDITING,nominated
1937,10,Captains Courageous,FILM EDITING,nominated
1937,10,Snow White and the Seven Dwarfs,MUSIC (Scoring),nominated
1937,10,Lost Horizon,MUSIC (Scoring),nominated
1937,10,One Hundred Men and a Girl,MUSIC (Scoring),won
1937,10,Something to Sing About,MUSIC (Scoring),nominated
1937,10,Maytime,MUSIC (Scoring),nominated
1937,10,Quality Street,MUSIC (Scoring),nominated
1937,10,In Old Chicago,MUSIC (Scoring),nominated
1937,10,Portia on Trial,MUSIC (Scoring),nominated
1937,10,The Prisoner of Zenda,MUSIC (Scoring),nominated
1937,10,The Life of Emile Zola,MUSIC (Scoring),nominated
1937,10,Make a Wish,MUSIC (Scoring),nominated
1937,10,Way Out West,MUSIC (Scoring),nominated
1937,10,The Hurricane,MUSIC (Scoring),nominated
1937,10,Souls at Sea,MUSIC (Scoring),nominated
1937,10,Shall We Dance,MUSIC (Song),nominated
1937,10,Walter Wanger's Vogues of 1938,MUSIC (Song),nominated
1937,10,Mr. Dodd Takes the Air,MUSIC (Song),nominated
1937,10,Artists and Models,MUSIC (Song),nominated
1937,10,Waikiki Wedding,MUSIC (Song),won
1937,10,Lost Horizon,OUTSTANDING PRODUCTION,nominated
1937,10,One Hundred Men and a Girl,OUTSTANDING PRODUCTION,nominated
1937,10,Stage Door,OUTSTANDING PRODUCTION,nominated
1937,10,A Star Is Born,OUTSTANDING PRODUCTION,nominated
1937,10,In Old Chicago,OUTSTANDING PRODUCTION,nominated
1937,10,Dead End,OUTSTANDING PRODUCTION,nominated
1937,10,The Life of Emile Zola,OUTSTANDING PRODUCTION,won
1937,10,The Good Earth,OUTSTANDING PRODUCTION,nominated
1937,10,The Awful Truth,OUTSTANDING PRODUCTION,nominated
1937,10,Captains Courageous,OUTSTANDING PRODUCTION,nominated
1937,10,The Little Match Girl,SHORT SUBJECT (Cartoon),nominated
1937,10,Educated Fish,SHORT SUBJECT (Cartoon),nominated
1937,10,The Old Mill,SHORT SUBJECT (Cartoon),won
1937,10,Penny Wisdom,SHORT SUBJECT (Color),won
1937,10,Popular Science J-7-1,SHORT SUBJECT (Color),nominated
1937,10,The Man without a Country,SHORT SUBJECT (Color),nominated
1937,10,Romance of Radium,SHORT SUBJECT (One-reel),nominated
1937,10,The Private Life of the Gannets,SHORT SUBJECT (One-reel),won
1937,10,A Night at the Movies,SHORT SUBJECT (One-reel),nominated
1937,10,Deep South,SHORT SUBJECT (Two-reel),nominated
1937,10,Should Wives Work?,SHORT SUBJECT (Two-reel),nominated
1937,10,Torture Money,SHORT SUBJECT (Two-reel),won
1937,10,Lost Horizon,SOUND RECORDING,nominated
1937,10,One Hundred Men and a Girl,SOUND RECORDING,nominated
1937,10,Maytime,SOUND RECORDING,nominated
1937,10,In Old Chicago,SOUND RECORDING,nominated
1937,10,The Girl Said No,SOUND RECORDING,nominated
1937,10,Wells Fargo,SOUND RECORDING,nominated
1937,10,The Life of Emile Zola,SOUND RECORDING,nominated
1937,10,Topper,SOUND RECORDING,nominated
1937,10,Hitting a New High,SOUND RECORDING,nominated
1937,10,The Hurricane,SOUND RECORDING,won
1937,10,One Hundred Men and a Girl,WRITING (Original Story),nominated
1937,10,A Star Is Born,WRITING (Original Story),won
1937,10,In Old Chicago,WRITING (Original Story),nominated
1937,10,The Life of Emile Zola,WRITING (Original Story),nominated
1937,10,Black Legion,WRITING (Original Story),nominated
1937,10,A Star Is Born,WRITING (Screenplay),nominated
1937,10,Stage Door,WRITING (Screenplay),nominated
1937,10,The Life of Emile Zola,WRITING (Screenplay),won
1937,10,The Awful Truth,WRITING (Screenplay),nominated
1937,10,Captains Courageous,WRITING (Screenplay),nominated
1938,11,Algiers,ACTOR,nominated
1938,11,Boys Town,ACTOR,won
1938,11,Angels with Dirty Faces,ACTOR,nominated
1938,11,The Citadel,ACTOR,nominated
1938,11,Pygmalion,ACTOR,nominated
1938,11,Algiers,ACTOR IN A SUPPORTING ROLE,nominated
1938,11,Marie Antoinette,ACTOR IN A SUPPORTING ROLE,nominated
1938,11,Kentucky,ACTOR IN A SUPPORTING ROLE,won
1938,11,Four Daughters,ACTOR IN A SUPPORTING ROLE,nominated
1938,11,If I Were King,ACTOR IN A SUPPORTING ROLE,nominated
1938,11,Marie Antoinette,ACTRESS,nominated
1938,11,Jezebel,ACTRESS,won
1938,11,White Banners,ACTRESS,nominated
1938,11,Pygmalion,ACTRESS,nominated
1938,11,Three Comrades,ACTRESS,nominated
1938,11,The Great Waltz,ACTRESS IN A SUPPORTING ROLE,nominated
1938,11,Of Human Hearts,ACTRESS IN A SUPPORTING ROLE,nominated
1938,11,Jezebel,ACTRESS IN A SUPPORTING ROLE,won
1938,11,Merrily We Live,ACTRESS IN A SUPPORTING ROLE,nominated
1938,11,You Can't Take It with You,ACTRESS IN A SUPPORTING ROLE,nominated
1938,11,The Adventures of Tom Sawyer,ART DIRECTION,nominated
1938,11,Algiers,ART DIRECTION,nominated
1938,11,Marie Antoinette,ART DIRECTION,nominated
1938,11,Alexander's Ragtime Band,ART DIRECTION,nominated
1938,11,Carefree,ART DIRECTION,nominated
1938,11,Merrily We Live,ART DIRECTION,nominated
1938,11,The Adventures of Robin Hood,ART DIRECTION,won
1938,11,Holiday,ART DIRECTION,nominated
1938,11,The Goldwyn Follies,ART DIRECTION,nominated
1938,11,If I Were King,ART DIRECTION,nominated
1938,11,Mad about Music,ART DIRECTION,nominated
1938,11,The Buccaneer,CINEMATOGRAPHY,nominated
1938,11,The Great Waltz,CINEMATOGRAPHY,won
1938,11,Vivacious Lady,CINEMATOGRAPHY,nominated
1938,11,Algiers,CINEMATOGRAPHY,nominated
1938,11,The Young in Heart,CINEMATOGRAPHY,nominated
1938,11,Army Girl,CINEMATOGRAPHY,nominated
1938,11,Jezebel,CINEMATOGRAPHY,nominated
1938,11,Merrily We Live,CINEMATOGRAPHY,nominated
1938,11,Suez,CINEMATOGRAPHY,nominated
1938,11,You Can't Take It with You,CINEMATOGRAPHY,nominated
1938,11,Mad about Music,CINEMATOGRAPHY,nominated
1938,11,Boys Town,DIRECTING,nominated
1938,11,Four Daughters,DIRECTING,nominated
1938,11,The Citadel,DIRECTING,nominated
1938,11,Angels with Dirty Faces,DIRECTING,nominated
1938,11,You Can't Take It with You,DIRECTING,won
1938,11,The Great Waltz,FILM EDITING,nominated
1938,11,Test Pilot,FILM EDITING,nominated
1938,11,Alexander's Ragtime Band,FILM EDITING,nominated
1938,11,The Adventures of Robin Hood,FILM EDITING,won
1938,11,You Can't Take It with You,FILM EDITING,nominated
1938,11,The Cowboy and the Lady,MUSIC (Original Score),nominated
1938,11,Marie Antoinette,MUSIC (Original Score),nominated
1938,11,The Young in Heart,MUSIC (Original Score),nominated
1938,11,Block-Heads,MUSIC (Original Score),nominated
1938,11,Army Girl,MUSIC (Original Score),nominated
1938,11,The Adventures of Robin Hood,MUSIC (Original Score),won
1938,11,Suez,MUSIC (Original Score),nominated
1938,11,Pacific Liner,MUSIC (Original Score),nominated
1938,11,Breaking the Ice,MUSIC (Original Score),nominated
1938,11,If I Were King,MUSIC (Original Score),nominated
1938,11,Blockade,MUSIC (Original Score),nominated
1938,11,The Young in Heart,MUSIC (Scoring),nominated
1938,11,Storm over Bengal,MUSIC (Scoring),nominated
1938,11,Jezebel,MUSIC (Scoring),nominated
1938,11,Sweethearts,MUSIC (Scoring),nominated
1938,11,Alexander's Ragtime Band,MUSIC (Scoring),won
1938,11,Carefree,MUSIC (Scoring),nominated
1938,11,Tropic Holiday,MUSIC (Scoring),nominated
1938,11,There Goes My Heart,MUSIC (Scoring),nominated
1938,11,Girls' School,MUSIC (Scoring),nominated
1938,11,The Goldwyn Follies,MUSIC (Scoring),nominated
1938,11,Mad about Music,MUSIC (Scoring),nominated
1938,11,Mannequin,MUSIC (Song),nominated
1938,11,Under Western Stars,MUSIC (Song),nominated
1938,11,The Cowboy and the Lady,MUSIC (Song),nominated
1938,11,The Big Broadcast of 1938,MUSIC (Song),won
1938,11,Alexander's Ragtime Band,MUSIC (Song),nominated
1938,11,Carefree,MUSIC (Song),nominated
1938,11,Merrily We Live,MUSIC (Song),nominated
1938,11,That Certain Age,MUSIC (Song),nominated
1938,11,Going Places,MUSIC (Song),nominated
1938,11,The Lady Objects,MUSIC (Song),nominated
1938,11,Test Pilot,OUTSTANDING PRODUCTION,nominated
1938,11,Jezebel,OUTSTANDING PRODUCTION,nominated
1938,11,Alexander's Ragtime Band,OUTSTANDING PRODUCTION,nominated
1938,11,Boys Town,OUTSTANDING PRODUCTION,nominated
1938,11,The Adventures of Robin Hood,OUTSTANDING PRODUCTION,nominated
1938,11,Grand Illusion,OUTSTANDING PRODUCTION,nominated
1938,11,The Citadel,OUTSTANDING PRODUCTION,nominated
1938,11,Four Daughters,OUTSTANDING PRODUCTION,nominated
1938,11,Pygmalion,OUTSTANDING PRODUCTION,nominated
1938,11,You Can't Take It with You,OUTSTANDING PRODUCTION,won
1938,11,Brave Little Tailor,SHORT SUBJECT (Cartoon),nominated
1938,11,Hunky and Spunky,SHORT SUBJECT (Cartoon),nominated
1938,11,Ferdinand the Bull,SHORT SUBJECT (Cartoon),won
1938,11,Good Scouts,SHORT SUBJECT (Cartoon),nominated
1938,11,Mother Goose Goes Hollywood,SHORT SUBJECT (Cartoon),nominated
1938,11,Timber Toppers,SHORT SUBJECT (One-reel),nominated
1938,11,The Great Heart,SHORT SUBJECT (One-reel),nominated
1938,11,That Mothers Might Live,SHORT SUBJECT (One-reel),won
1938,11,They're Always Caught,SHORT SUBJECT (Two-reel),nominated
1938,11,Swingtime in the Movies,SHORT SUBJECT (Two-reel),nominated
1938,11,Declaration of Independence,SHORT SUBJECT (Two-reel),won
1938,11,Vivacious Lady,SOUND RECORDING,nominated
1938,11,The Cowboy and the Lady,SOUND RECORDING,won
1938,11,Army Girl,SOUND RECORDING,nominated
1938,11,Sweethearts,SOUND RECORDING,nominated
1938,11,Merrily We Live,SOUND RECORDING,nominated
1938,11,You Can't Take It with You,SOUND RECORDING,nominated
1938,11,That Certain Age,SOUND RECORDING,nominated
1938,11,Suez,SOUND RECORDING,nominated
1938,11,Four Daughters,SOUND RECORDING,nominated
1938,11,If I Were King,SOUND RECORDING,nominated
1938,11,Test Pilot,WRITING (Original Story),nominated
1938,11,Alexander's Ragtime Band,WRITING (Original Story),nominated
1938,11,Boys Town,WRITING (Original Story),won
1938,11,Angels with Dirty Faces,WRITING (Original Story),nominated
1938,11,Blockade,WRITING (Original Story),nominated
1938,11,Mad about Music,WRITING (Original Story),nominated
1938,11,Boys Town,WRITING (Screenplay),nominated
1938,11,Four Daughters,WRITING (Screenplay),nominated
1938,11,The Citadel,WRITING (Screenplay),nominated
1938,11,Pygmalion,WRITING (Screenplay),won
1938,11,You Can't Take It with You,WRITING (Screenplay),nominated
1939,12,Babes in Arms,ACTOR,nominated
1939,12,Mr. Smith Goes to Washington,ACTOR,nominated
1939,12,"Goodbye, Mr. Chips",ACTOR,won
1939,12,Wuthering Heights,ACTOR,nominated
1939,12,Gone with the Wind,ACTOR,nominated
1939,12,Beau Geste,ACTOR IN A SUPPORTING ROLE,nominated
1939,12,Mr. Smith Goes to Washington,ACTOR IN A SUPPORTING ROLE,nominated
1939,12,Stagecoach,ACTOR IN A SUPPORTING ROLE,won
1939,12,Juarez,ACTOR IN A SUPPORTING ROLE,nominated
1939,12,Dark Victory,ACTRESS,nominated
1939,12,Ninotchka,ACTRESS,nominated
1939,12,"Goodbye, Mr. Chips",ACTRESS,nominated
1939,12,Love Affair,ACTRESS,nominated
1939,12,Gone with the Wind,ACTRESS,won
1939,12,Gone with the Wind,ACTRESS IN A SUPPORTING ROLE,won
1939,12,Drums along the Mohawk,ACTRESS IN A SUPPORTING ROLE,nominated
1939,12,Wuthering Heights,ACTRESS IN A SUPPORTING ROLE,nominated
1939,12,Love Affair,ACTRESS IN A SUPPORTING ROLE,nominated
1939,12,First Love,ART DIRECTION,nominated
1939,12,Mr. Smith Goes to Washington,ART DIRECTION,nominated
1939,12,Man of Conquest,ART DIRECTION,nominated
1939,12,Captain Fury,ART DIRECTION,nominated
1939,12,The Wizard of Oz,ART DIRECTION,nominated
1939,12,The Rains Came,ART DIRECTION,nominated
1939,12,The Private Lives of Elizabeth and Essex,ART DIRECTION,nominated
1939,12,Love Affair,ART DIRECTION,nominated
1939,12,Wuthering Heights,ART DIRECTION,nominated
1939,12,Gone with the Wind,ART DIRECTION,won
1939,12,Beau Geste,ART DIRECTION,nominated
1939,12,Stagecoach,ART DIRECTION,nominated
1939,12,First Love,CINEMATOGRAPHY (Black-and-White),nominated
1939,12,Of Mice and Men,CINEMATOGRAPHY (Black-and-White),nominated
1939,12,Juarez,CINEMATOGRAPHY (Black-and-White),nominated
1939,12,Stagecoach,CINEMATOGRAPHY (Black-and-White),nominated
1939,12,Intermezzo,CINEMATOGRAPHY (Black-and-White),nominated
1939,12,The Rains Came,CINEMATOGRAPHY (Black-and-White),nominated
1939,12,Wuthering Heights,CINEMATOGRAPHY (Black-and-White),won
1939,12,Only Angels Have Wings,CINEMATOGRAPHY (Black-and-White),nominated
1939,12,The Great Victor Herbert,CINEMATOGRAPHY (Black-and-White),nominated
1939,12,Gunga Din,CINEMATOGRAPHY (Black-and-White),nominated
1939,12,Lady of the Tropics,CINEMATOGRAPHY (Black-and-White),nominated
1939,12,The Mikado,CINEMATOGRAPHY (Color),nominated
1939,12,The Wizard of Oz,CINEMATOGRAPHY (Color),nominated
1939,12,Four Feathers,CINEMATOGRAPHY (Color),nominated
1939,12,The Private Lives of Elizabeth and Essex,CINEMATOGRAPHY (Color),nominated
1939,12,Gone with the Wind,CINEMATOGRAPHY (Color),won
1939,12,Drums along the Mohawk,CINEMATOGRAPHY (Color),nominated
1939,12,Mr. Smith Goes to Washington,DIRECTING,nominated
1939,12,"Goodbye, Mr. Chips",DIRECTING,nominated
1939,12,Wuthering Heights,DIRECTING,nominated
1939,12,Gone with the Wind,DIRECTING,won
1939,12,Stagecoach,DIRECTING,nominated
1939,12,Mr. Smith Goes to Washington,FILM EDITING,nominated
1939,12,"Goodbye, Mr. Chips",FILM EDITING,nominated
1939,12,The Rains Came,FILM EDITING,nominated
1939,12,Gone with the Wind,FILM EDITING,won
1939,12,Stagecoach,FILM EDITING,nominated
1939,12,Golden Boy,MUSIC (Original Score),nominated
1939,12,Of Mice and Men,MUSIC (Original Score),nominated
1939,12,Man of Conquest,MUSIC (Original Score),nominated
1939,12,Nurse Edith Cavell,MUSIC (Original Score),nominated
1939,12,The Man in the Iron Mask,MUSIC (Original Score),nominated
1939,12,The Wizard of Oz,MUSIC (Original Score),won
1939,12,The Rains Came,MUSIC (Original Score),nominated
1939,12,Wuthering Heights,MUSIC (Original Score),nominated
1939,12,Dark Victory,MUSIC (Original Score),nominated
1939,12,Gone with the Wind,MUSIC (Original Score),nominated
1939,12,Eternally Yours,MUSIC (Original Score),nominated
1939,12,Gulliver's Travels,MUSIC (Original Score),nominated
1939,12,First Love,MUSIC (Scoring),nominated
1939,12,Babes in Arms,MUSIC (Scoring),nominated
1939,12,Mr. Smith Goes to Washington,MUSIC (Scoring),nominated
1939,12,Of Mice and Men,MUSIC (Scoring),nominated
1939,12,Stagecoach,MUSIC (Scoring),won
1939,12,Intermezzo,MUSIC (Scoring),nominated
1939,12,They Shall Have Music,MUSIC (Scoring),nominated
1939,12,Swanee River,MUSIC (Scoring),nominated
1939,12,The Private Lives of Elizabeth and Essex,MUSIC (Scoring),nominated
1939,12,She Married a Cop,MUSIC (Scoring),nominated
1939,12,The Great Victor Herbert,MUSIC (Scoring),nominated
1939,12,Way Down South,MUSIC (Scoring),nominated
1939,12,The Hunchback of Notre Dame,MUSIC (Scoring),nominated
1939,12,The Wizard of Oz,MUSIC (Song),won
1939,12,Love Affair,MUSIC (Song),nominated
1939,12,Second Fiddle,MUSIC (Song),nominated
1939,12,Gulliver's Travels,MUSIC (Song),nominated
1939,12,Dark Victory,OUTSTANDING PRODUCTION,nominated
1939,12,Mr. Smith Goes to Washington,OUTSTANDING PRODUCTION,nominated
1939,12,Of Mice and Men,OUTSTANDING PRODUCTION,nominated
1939,12,Ninotchka,OUTSTANDING PRODUCTION,nominated
1939,12,The Wizard of Oz,OUTSTANDING PRODUCTION,nominated
1939,12,"Goodbye, Mr. Chips",OUTSTANDING PRODUCTION,nominated
1939,12,Wuthering Heights,OUTSTANDING PRODUCTION,nominated
1939,12,Love Affair,OUTSTANDING PRODUCTION,nominated
1939,12,Gone with the Wind,OUTSTANDING PRODUCTION,won
1939,12,Stagecoach,OUTSTANDING PRODUCTION,nominated
1939,12,The Pointer,SHORT SUBJECT (Cartoon),nominated
1939,12,Peace on Earth,SHORT SUBJECT (Cartoon),nominated
1939,12,The Ugly Duckling,SHORT SUBJECT (Cartoon),won
1939,12,Detouring America,SHORT SUBJECT (Cartoon),nominated
1939,12,Information Please,SHORT SUBJECT (One-reel),nominated
1939,12,Prophet without Honor,SHORT SUBJECT (One-reel),nominated
1939,12,Sword Fishing,SHORT SUBJECT (One-reel),nominated
1939,12,Busy Little Bears,SHORT SUBJECT (One-reel),won
1939,12,Sons of Liberty,SHORT SUBJECT (Two-reel),won
1939,12,Drunk Driving,SHORT SUBJECT (Two-reel),nominated
1939,12,Five Times Five,SHORT SUBJECT (Two-reel),nominated
1939,12,Mr. Smith Goes to Washington,SOUND RECORDING,nominated
1939,12,Of Mice and Men,SOUND RECORDING,nominated
1939,12,Man of Conquest,SOUND RECORDING,nominated
1939,12,"Goodbye, Mr. Chips",SOUND RECORDING,nominated
1939,12,When Tomorrow Comes,SOUND RECORDING,won
1939,12,The Rains Came,SOUND RECORDING,nominated
1939,12,Balalaika,SOUND RECORDING,nominated
1939,12,The Private Lives of Elizabeth and Essex,SOUND RECORDING,nominated
1939,12,Gone with the Wind,SOUND RECORDING,nominated
1939,12,The Great Victor Herbert,SOUND RECORDING,nominated
1939,12,The Hunchback of Notre Dame,SOUND RECORDING,nominated
1939,12,Mr. Smith Goes to Washington,WRITING (Original Story),won
1939,12,Ninotchka,WRITING (Original Story),nominated
1939,12,Love Affair,WRITING (Original Story),nominated
1939,12,Young Mr. Lincoln,WRITING (Original Story),nominated
1939,12,Bachelor Mother,WRITING (Original Story),nominated
1939,12,Mr. Smith Goes to Washington,WRITING (Screenplay),nominated
1939,12,Ninotchka,WRITING (Screenplay),nominated
1939,12,"Goodbye, Mr. Chips",WRITING (Screenplay),nominated
1939,12,Wuthering Heights,WRITING (Screenplay),nominated
1939,12,Gone with the Wind,WRITING (Screenplay),won
1940,13,Rebecca,ACTOR,nominated
1940,13,The Philadelphia Story,ACTOR,won
1940,13,The Grapes of Wrath,ACTOR,nominated
1940,13,The Great Dictator,ACTOR,nominated
1940,13,Abe Lincoln in Illinois,ACTOR,nominated
1940,13,Foreign Correspondent,ACTOR IN A SUPPORTING ROLE,nominated
1940,13,They Knew What They Wanted,ACTOR IN A SUPPORTING ROLE,nominated
1940,13,The Great Dictator,ACTOR IN A SUPPORTING ROLE,nominated
1940,13,The Westerner,ACTOR IN A SUPPORTING ROLE,won
1940,13,The Letter,ACTOR IN A SUPPORTING ROLE,nominated
1940,13,Kitty Foyle,ACTRESS,won
1940,13,Rebecca,ACTRESS,nominated
1940,13,The Philadelphia Story,ACTRESS,nominated
1940,13,Our Town,ACTRESS,nominated
1940,13,The Letter,ACTRESS,nominated
1940,13,Rebecca,ACTRESS IN A SUPPORTING ROLE,nominated
1940,13,Primrose Path,ACTRESS IN A SUPPORTING ROLE,nominated
1940,13,The Philadelphia Story,ACTRESS IN A SUPPORTING ROLE,nominated
1940,13,The Grapes of Wrath,ACTRESS IN A SUPPORTING ROLE,won
1940,13,"All This, and Heaven Too",ACTRESS IN A SUPPORTING ROLE,nominated
1940,13,The Sea Hawk,ART DIRECTION (Black-and-White),nominated
1940,13,Foreign Correspondent,ART DIRECTION (Black-and-White),nominated
1940,13,Rebecca,ART DIRECTION (Black-and-White),nominated
1940,13,Pride and Prejudice,ART DIRECTION (Black-and-White),won
1940,13,Arizona,ART DIRECTION (Black-and-White),nominated
1940,13,The Boys from Syracuse,ART DIRECTION (Black-and-White),nominated
1940,13,The Dark Command,ART DIRECTION (Black-and-White),nominated
1940,13,Lillian Russell,ART DIRECTION (Black-and-White),nominated
1940,13,"Arise, My Love",ART DIRECTION (Black-and-White),nominated
1940,13,"My Son, My Son!",ART DIRECTION (Black-and-White),nominated
1940,13,The Westerner,ART DIRECTION (Black-and-White),nominated
1940,13,My Favorite Wife,ART DIRECTION (Black-and-White),nominated
1940,13,Our Town,ART DIRECTION (Black-and-White),nominated
1940,13,Down Argentine Way,ART DIRECTION (Color),nominated
1940,13,The Thief of Bagdad,ART DIRECTION (Color),won
1940,13,Bitter Sweet,ART DIRECTION (Color),nominated
1940,13,North West Mounted Police,ART DIRECTION (Color),nominated
1940,13,The Letter,CINEMATOGRAPHY (Black-and-White),nominated
1940,13,Foreign Correspondent,CINEMATOGRAPHY (Black-and-White),nominated
1940,13,Rebecca,CINEMATOGRAPHY (Black-and-White),won
1940,13,The Long Voyage Home,CINEMATOGRAPHY (Black-and-White),nominated
1940,13,Waterloo Bridge,CINEMATOGRAPHY (Black-and-White),nominated
1940,13,Spring Parade,CINEMATOGRAPHY (Black-and-White),nominated
1940,13,"Arise, My Love",CINEMATOGRAPHY (Black-and-White),nominated
1940,13,Abe Lincoln in Illinois,CINEMATOGRAPHY (Black-and-White),nominated
1940,13,"All This, and Heaven Too",CINEMATOGRAPHY (Black-and-White),nominated
